date,IBM,AAPL,SPY,XOM
2000-01-04,-0.0345333622361359,-0.08807784384167783,-0.039891663095037444,-0.01933962731037786
2000-01-05,0.0345333622361359,0.014528255564599801,0.0017877356688833501,0.053081563519797204
2000-01-06,-0.017391710489548018,-0.09051433552348587,-0.01620197829183123,0.050405612567467006
2000-01-07,-0.004395652812055673,0.04628092397203987,0.05645200254591831,-0.0029389575526281853
2000-01-10,0.03888156208945137,-0.0177445830210039,0.0034250192760829634,-0.014079528257673779
2000-01-11,0.008439340599959877,-0.05250527708775632,-0.01203832215955103,0.0029806489802224334
2000-01-12,0.004192715777340261,-0.06184678129748833,-0.00999800684422425,-0.005970619550387024
2000-01-13,-0.010515049410264155,0.10406929998938153,0.013452453397628794,0.0229385609021735
2000-01-14,0.01156024909844433,0.03740524142639323,0.0134860349677135,-0.01994859033200891
2000-01-18,-0.032929167764414125,0.03425406716240764,-0.007898622595686966,0.011869617716300684
2000-01-19,0.03188396807623395,0.02494225415066853,0.008111486384387412,0.00954107214071076
2000-01-20,-0.004192715777340261,0.06307107228893605,-0.015425015400873932,-0.022157498487390015
2000-01-21,0.020791044974757256,-0.019461641240846816,-0.0021607793072240256,0.015562199152993728
2000-01-24,0,-0.046546560807936954,-0.028752037195049596,-0.008863479662681861
2000-01-25,-0.01974136800053028,0.05493372554313036,0.011291920817862788,-0.0022278019406183347
2000-01-26,-0.020138450430019716,-0.018545159685686263,-0.007957841863332149,-0.006714079489479552
2000-01-27,-0.028232129233618508,-0.0017030764981120772,-0.0040022431393929025,-0.03039715618700045
2000-01-28,-0.01721771258964555,-0.07919056401334834,-0.03169123989535283,-0.02658517765708579
2000-01-31,0.006143711690656417,0.020694680630086948,0.02677681920601671,0.04946969451119587
2000-02-01,-0.020248238172872135,-0.034317355124233506,0.009804345717140173,0.0037637663015153144
2000-02-02,0.03132223907186127,-0.014442797574274024,8.863404675656383e-4,0.007484767546360516
2000-02-03,0.031438900716770135,0.04453410445189987,0.014952024608180459,-0.017300572630063016
2000-02-04,-0.012889368583995697,0.044372690336551335,-0.0041554360448525784,-0.01837674248772503
2000-02-07,-0.013057978521925584,0.05461560786521802,-0.001534942033038611,-0.0015469501776039785
2000-02-08,0.041304570176021294,0.007097961298483613,0.013516046716227414,-0.022701476000852594
2000-02-09,-0.012172871224287007,-0.01978093759306554,-0.02122800882944631,-0.029049248712365028
2000-02-10,0.01479937598136516,0.007739322412133376,0.0019887114640635417,-0.004930139210732154
2000-02-11,-0.03198588455442586,-0.04275158284540992,-0.020517841224650724,-0.02671270253745739
2000-02-14,0.005941476521043043,0.06292103548277228,0.00584139086052371,0.03409878173789327
2000-02-15,0.009112525864896526,0.027151246310580524,0.011249071429167756,0.036922022179673775
2000-02-16,-0.011808829870253668,-0.04182925578081709,-0.014839875391475132,0.00863070347948014
2000-02-17,0.008602585081604275,0.006550172013806366,-0.005184719508580571,-0.026921451173214095
2000-02-18,-0.037081621157343925,-0.03206431380764041,-0.02170232391624083,-0.03761645604096353
2000-02-22,-0.013423555580104107,0.02277190779811078,-0.002543863275072056,0.00581654932815967
2000-02-23,-0.020478431609608272,0.021190744269189432,0.011739396612113318,-0.010829017796281537
2000-02-24,0.01596370524805124,-0.009045796036197595,-0.020343137232447184,-0.024588101432988285
2000-02-25,-0.022883683712779934,-0.04281332195616061,-0.0036261668520856105,-0.0243280431794064
2000-02-28,-0.03294467816203639,0.025713832404788306,0.02076026538259068,0.0337261108680833
2000-02-29,-0.016887828893719536,0.012068320376245945,0.009595175334712991,0.024360610294439144
2000-03-01,-0.024632030001250804,0.1282696782209647,0.007250357680130826,0.009909102158950578
2000-03-02,0.02827477690967406,-0.06591468107285214,6.769928098195876e-4,0.012249718914538743
2000-03-03,0.04618976014733267,0.04800947805961586,0.018549993136671716,-0.01719199625602963
2000-03-06,-0.04679604870966081,-0.018232163881847896,-0.009791183482993127,-0.03701021459801579
2000-03-07,-6.066418196786216e-4,-0.022630594242548874,-0.019531629000212547,0.09242318891272783
2000-03-08,0.03106568279095967,-0.0071467199352190924,-0.0012553432921018626,-0.004697769574104171
2000-03-09,0.01633700773837976,0.002047324554436347,0.028805002236700794,0.010152031817962648
2000-03-10,-0.02579309804545815,0.028227636275393042,-0.0053377009928414765,-0.043269539593159934
2000-03-13,0.022894910223008935,-0.035926085019097664,-0.010988172481264158,-0.015123527510288337
2000-03-14,0.008668023475071784,-0.0599807388498812,-0.014307315744561677,0.017959407164091168
2000-03-15,-0.015072640239107926,0.017353831102360884,0.02306235925641964,0.006451674889860204
2000-03-16,0.018518915274270853,0.044685558874943965,0.045656261165830436,0.025398344072515844
2000-03-17,0.00913246681268376,0.02788542650938486,0.006587008698367036,-0.033469031324548926
2000-03-20,0.02469245506652573,-0.016129728331110815,-0.0051171690404219206,-0.02960789430079469
2000-03-21,0.006630025786424909,0.09262738093219958,0.02031399560793723,0.027985326299783786
2000-03-22,0.006586161125436973,0.06630282405171228,0.006056388656189071,-0.02715039291743082
2000-03-23,0.008714935561427772,-0.02014080016586206,0.016927951837820032,0.007477864632260189
2000-03-24,0.04558259528861264,-0.018750583007735244,0.005919105354974974,0.022914108648354414
2000-03-27,0.05051590796308947,0.006289263639449816,-0.010638025568446174,-0.009551949436757301
2000-03-28,-0.035090868799422914,-0.003139918084982707,-0.005775765354612439,0.03195291462864125
2000-03-29,-0.028987907885267283,-0.023177114365857232,0.0010341084727425454,0.018809191979676232
2000-03-30,0.031026010915438107,-0.07789931728552446,-0.01688107649287307,-0.02356691402967126
2000-03-31,-0.03629205906600319,0.07697936379446646,0.011285635567770846,-0.00798142605160157
2000-04-03,0.030163550527990246,-0.018579543762484052,0.0058017219510499984,0.03154834008127283
2000-04-04,-0.006682106363897766,-0.04605106654023827,-0.007465828759778859,0.024541302271750887
2000-04-05,0.03097485996614413,0.023770216796912047,-0.006264215664836925,-0.03390144048093502
2000-04-06,-0.01816424506423342,-0.040602373979599315,0.008655281621259725,0.024768588256375956
2000-04-07,0.003050507070270214,0.05109378116429353,0.0063136919185273754,-0.027122869551001294
2000-04-10,-0.008155071636690714,-0.05259238485563955,-0.003928118937025715,-0.016633483792624304
2000-04-11,-0.022775162644814273,-0.04552081911620598,-0.0029048057558105356,0.014273861621721728
2000-04-12,-0.04826665949762177,-0.08915429213134063,-0.027808679461003294,0.007062271133524867
2000-04-13,-0.027857278996940238,0.04091338159402835,-0.013983284392158346,7.810110651256252e-4
2000-04-14,-0.05218547808766427,-0.01717028703876511,-0.058893023332181826,-0.015748091692552535
2000-04-17,0.06342186016952134,0.10189111094102654,0.034330109582359825,-0.042145414651300506
2000-04-18,-0.003357669546979025,0.023929106054465965,0.026078269430715117,0.00906486675808793
2000-04-19,-0.06006419062254231,-0.04637878740019241,-0.0093453618483003709,0.016273737153279733
2000-04-20,-0.009569215490081717,-0.018750883581479583,0.004792378409483433,0.0199764699288707
2000-04-24,0.023753779914677864,0.013577622629912911,-0.010924012311619435,0.011015287515087291
2000-04-25,0.05480865250057132,0.062818777270365,0.040681074745846146,0.013985997634237801
2000-04-26,-0.01793828194166114,-0.05609900685862357,-0.011348596097343844,-0.01086138105904455
2000-04-27,0.001130543104157944,0.043847087094104786,-0.003312221926999648,0.0069959715757801355
2000-04-28,0.00787871253487804,-0.021431453026174108,-0.006226737159578555,-0.03788931426486419
2000-05-01,0.004474525894613279,0.0020128063190276713,0.013477986974351985,0.004014290497206918
2000-05-02,-0.005596393652635534,-0.05317352404313902,-0.02017724976041002,0.003200436784839056
2000-05-03,-0.02961458227160385,-0.024149301328212802,-0.02369553045614481,-0.009630927368164954
2000-05-04,-0.004635257167640461,-0.0387644145012469,0.007521025095980072,0.025478846435412983
2000-05-05,0.002320203131485954,0.021782255389974026,0.012046208951074888,0.006269224753124192
2000-05-08,0.018437610747320754,-0.026877323236437878,-0.0075392744321911564,0.0054542622438584765
2000-05-09,-0.006857016588320164,-0.04349756196011789,-0.008039469917738629,-0.012509669319491046
2000-05-10,-0.056619230947080545,-0.059846905285285246,-0.022814374849462027,0.025632079313594236
2000-05-11,0.013860522469996361,0.03463544579806732,0.02259358594096117,0.022897737466591295
2000-05-12,0,0.045745845460615,0.010779772317209613,-0.010987108362885856
2000-05-15,-0.0023970749241888356,-0.06353239683690881,0.017138484349099592,0.019242495780011026
2000-05-16,0.04515578340127302,0.04536625202336242,0.00963305237462464,-0.004494576882492218
2000-05-17,-0.0103745962662396,-0.04166029520651615,-0.010493440996749648,-0.02277986515200947
2000-05-18,-0.016944225830580528,-0.006184246819296302,-0.012346934275187849,9.595470777705728e-4
2000-05-19,0.003529109621829285,-0.06934734656673269,-0.01581766661241968,0.003638104038668377
2000-05-22,0.026080759101813733,-0.044180033152899645,-0.007557083864180747,0.018932470142133617
2000-05-23,-0.017311478954673554,-0.04694980382101188,-0.014835151774748923,-0.003757739490882095
2000-05-24,0.020738114279823527,0.02161444248965072,0.016172736990734293,-7.533271503139538e-4
2000-05-25,-0.02892007642218708,-0.004823046079996063,-0.01730587312971643,-0.01825126833201729
2000-05-26,0.0040991321295891225,-0.01025786846034693,0.0011331361389821382,0.01144549917619564
2000-05-30,0.036722463191761534,0.013654395922307438,0.03208806376983819,0.013564963980671418
2000-05-31,-0.03322163388585864,-0.04153595655188458,0.0021906770297244194,-0.0022481281836537192
2000-06-01,-0.012306667075409727,0.059222824900287185,0.017354109274503315,-0.004511066641196049
2000-06-02,0.026187529053999903,0.037844172214672955,0.017269254938814704,-0.04626894672554638
2000-06-05,0.03610107084587355,-0.013596260168736496,-0.0048735674685813635,0.0015770967299189032
2000-06-06,-0.0038862558569121575,0.01696698164221533,-0.004470234938705353,0.03712736516722437
2000-06-07,0.07394933737180676,0.03893555510161284,0.006909909306313189,-0.014531456240087337
2000-06-08,-0.010384230425352747,-0.018288681477563573,-0.003927287734198259,-0.01318376563189716
2000-06-09,-5.221285994183589e-4,0.009838929848854594,-0.002129417639570974,-0.010989240025158775
2000-06-12,-0.007074289717153626,-0.04882263389355335,-0.011793810926469916,0.019539515692573062
2000-06-13,0.0039362820250135044,0.0356819777327817,0.01859216844316247,0.005403766717832159
2000-06-14,-0.028155855629086624,-0.043940712088401224,0.0016922409580502062,0.017550697731450793
2000-06-15,0.006979707989519746,0.021197498971575524,0.002111511106972941,-0.0022716333718517667
2000-06-16,-0.030972162166847284,-0.012938764615956,-0.008250450909008222,0.023230666074139705
2000-06-19,0.06101389726503559,0.05791975072044386,0.012709333153998692,-0.0037107337885546876
2000-06-20,-0.03379398383176202,0.046755030596956404,-0.0035847875535637286,-0.009712521795409934
2000-06-21,-0.016243029961832356,0.09418771707908724,-4.223445749422794e-4,0.008410656584897591
2000-06-22,-0.02375141767938871,-0.03428928809747789,-0.015332914883498638,-0.015190340521105128
2000-06-23,5.589857408914156e-4,-0.039127886216289154,-0.008620280738385944,0.005277440146663981
2000-06-26,0.022373664625818357,0.046080331089894955,0.012796530051708999,0.002815097502302688
2000-06-27,-0.04155100435175285,-0.04487219446167501,-0.007400036148799138,-0.015679897513312557
2000-06-28,0.03607293112307364,0.05062920150078409,0.002794357925537838,7.616870282647348e-4
2000-06-29,0.0019204935235457299,-0.06033760281322098,-0.009490647827847809,-0.01128834913486454
2000-06-30,-0.03970279761357709,0.021713531627045368,0.007556770238426047,-0.033855819058125736
2000-07-03,-5.710060058436994e-4,0.017741564785730635,0.013673114232237715,0.013247809331240479
2000-07-05,-0.041964195192974785,-0.03216474045600992,-0.01819965103483323,-0.0333529529098997
2000-07-06,-0.03636782053660159,0.0036253433809920743,0.007748316307364611,0.016116313546107985
2000-07-07,0.0369631627038185,0.049421903475462825,0.015952174558150567,0.004188197966862539
2000-07-10,-0.016796675820698326,0.04818865714970233,-0.0016892787944682297,-0.004987607614754808
2000-07-11,-0.012785882434882545,-0.003287639052983682,0.002111301258266529,0.030722491649323835
2000-07-12,0.02541023330338721,0.033462297458410006,0.006517796247359264,-0.024541840695050166
2000-07-13,-0.005992622454714436,-0.04117603535085945,0.004391120169022322,-0.007782216297866906
2000-07-14,-6.005623090743484e-4,0.020799935941124836,0.009757900375640283,-0.005624605847699193
2000-07-17,0.014920839227979599,0.01077612818711593,-0.0016541503494398313,0.01519419644817166
2000-07-18,-0.020952005332695478,-0.01838891726242098,-0.008208238646399302,-0.007168615608986961
2000-07-19,0.051292487295681255,-0.08304939803002687,-0.008065827828168004,0.006374702843431557
2000-07-20,0.07525717802916354,0.04522491780658755,0.013787350139609522,-0.007174112491323825
2000-07-21,-0.0215530779614328,-0.028754131296782948,-0.019694873437198446,-0.012882548278311923
2000-07-24,-0.019802384123926764,-0.0954268115968997,-0.0057288422437231645,0.0016190614669948644
2000-07-25,-0.004454214788050415,0.027849932048505055,0.0031867291253959706,-0.02457131054216255
2000-07-26,-0.019155729237609442,0,-0.00980580903383732,0.010722020453573844
2000-07-27,0.003973784572950834,0.037971716749906737,-0.0034339144932449273,0.0550593080770736
2000-07-28,0.013506218017524496,-0.07355356424265946,-0.022829456813093785,-0.006230176548009503
2000-07-31,0.0039050606536230603,0.0504521695999518,0.006357502825301786,0.0023407244287425577
2000-08-01,-0.01571278510313956,-0.02996511281305536,0.006100259554607135,-0.0023407244287425577
2000-08-02,0.03337366403442843,-0.042724829774558604,0.004983421513854225,0.035307072793421934
2000-08-03,0.015201048800363104,0.01574852672395144,0.006891706092104322,-0.017497741643508036
2000-08-04,-0.0010783152466311563,-0.013106545031195571,0.005351670110214535,0.0032566867947991796
2000-08-07,0.003768306470198546,0.011803627194215238,0.011884823321611115,-0.009994899673729574
2000-08-08,0.022910585183747223,-0.025083894526672257,0.003789969943164273,-0.0011595461320372813
2000-08-09,-0.0010523805607673964,0.01591528734653691,-0.008442057686845139,0.0032824249754828116
2000-08-10,0.008386298536268377,0.0013149108237953122,-0.004886694541564651,0.00467110839700835
2000-08-11,0.007280064310562828,0.002624982412771537,0.004674676942000744,0.004619041829979409
2000-08-14,0.02152821397465754,-0.013193001391324843,0.012639501119684482,0.014487160143559219
2000-08-15,-0.010193650470067261,-0.007999957793244139,-8.374141016762593e-4,-0.015255347448311252
2000-08-16,0.0030692893711776748,0.03808726774689264,-0.003568303181553212,0.017712725037221766
2000-08-17,0.001020758364743024,0.058803699784912844,0.0104578956669652,0.012569702999925436
2000-08-18,-0.016980200569022053,-0.02834448899259079,-0.0033341981701182632,-0.010683538237506784
2000-08-21,0.008268624261202007,0.009950226024744158,0.005413314211943465,0.006947804192663831
2000-08-22,-5.143819425548202e-4,0.023242706027146287,-0.0016623908040509505,-0.004501064161072321
2000-08-23,0.015329560984521429,0.04953851095769579,0.0039438494478796216,0.01640550690535081
2000-08-24,0.012598043787805047,0.03254845322612643,0.0031022809020466724,-0.01866400497211007
2000-08-25,0.03299962670002987,0.012453330149647002,-4.127795854698135e-4,0
2000-08-28,0.019194920971187024,0.0217639722904599,0.003402857325665032,-0.0015077843936186497
2000-08-29,0.010401624105233154,0.01919014956380627,2.064311848535283e-4,-0.0035919299278259764
2000-08-30,-0.019473510525651605,0.005266155700682784,-0.009618676895738254,-0.014111501561598239
2000-08-31,0.012984638841323282,0.02387244505529007,0.013214711065064222,0.003451192212014398
2000-09-01,0.012117238089839333,0.040205995124896976,0.0010251715385471982,0.010471104861474512
2000-09-05,-0.01840923295973873,-0.015888689845830584,-0.008023864120841218,0.010550497652460411
2000-09-06,0.0019035371615094832,-0.066208334269656,-0.011425967386059277,-0.004508070857705437
2000-09-07,0.014633349155659836,0.05917673905187426,0.00852983597193191,0.008995668474379936
2000-09-08,-0.029483844054940533,-0.0517180733208602,-0.006860031488685081,-0.0029896142317493712
2000-09-11,-0.039375423486494476,-0.007458665731014058,-0.001461218870860037,0.01762088040260501
2000-09-12,0.0040079034051174744,-0.011834607976210831,-0.007338333199192526,0.008968606888511754
2000-09-13,0.021272240040396184,0.0043196156456979384,0.0026274465636850763,7.285667051242228e-4
2000-09-14,-0.0063833015514616065,-0.01986196758732839,0.005024179259858208,-0.006393305854535569
2000-09-15,-0.014888938488934578,-0.028995602600900172,-0.022120874547038483,0.031565575669337154
2000-09-18,-0.014098871190879159,0.09363730869421039,-0.009246269134957075,0.018471859417876768
2000-09-19,0.013599057068702791,-0.011920468511178672,0.009032168846697886,-0.018471859417876768
2000-09-20,-0.0015020337780393689,0.018339994925690828,-0.0074132137735754,-0.017192719000385548
2000-09-21,-0.026397420254564707,-0.07408858723438194,-0.015322299708229181,-0.002169891429124604
2000-09-22,0.019358651505929636,-0.08271043719191162,0.018014028565729312,0.002169891429124604
2000-09-25,-0.007088555011836917,0.0248383873519058,-0.007123105257791806,-0.007433080966272154
2000-09-26,-0.03201102878503104,-0.039314066528011615,-0.012864091876255479,0.008877219656859836
2000-09-27,-0.00948869017067544,-0.04982361860126461,0.005252707113831079,0.02985331138938596
2000-09-28,-0.023581209338000342,0.08913768512927622,0.012797196479780837,-0.0012265680756811115
2000-09-29,-0.023039634051809088,-0.7312469307240665,-0.009527987984860431,-3.5076780121956475e-4
2000-10-02,0.04503072300640998,-0.0600180161488032,0.0015218129239045197,0.02579120476003327
2000-10-03,-0.06351339032499315,-0.08326935771915023,-0.009385364590921874,-0.006858484852330982
2000-10-04,0.033901112574177716,0.05715849372501958,0.008298671729739304,-0.017355384030801613
2000-10-05,-0.010436596096142559,-0.06842682348033563,0.0034737727478617586,-7.007982776685573e-4
2000-10-06,0.02454468453453096,0.00565039820875296,-0.021911749615300735,0.0027989309033986665
2000-10-09,0.01656454623459247,-0.019915829109218575,-0.007560533771505895,0.018692355159264373
2000-10-10,-0.026310705144826585,-0.041061053978259154,-0.01665572334619636,0.023721727101813972
2000-10-11,-0.025345100590908665,-0.06174813922662814,-0.008432849626101913,0.0046780051104717835
2000-10-12,-0.08255690648038794,0.018927810638672493,-0.025265163701755355,0.003991529483684975
2000-10-13,0.05597899352797153,0.09814681346668042,0.03279010589279974,-0.03927427911322434
2000-10-16,0.018734721089026962,-0.025826133233650794,0.0045323876087826065,-0.030145373307879808
2000-10-17,0.016731968315694346,-0.06609019524794033,-0.02518997417967128,0
2000-10-18,-0.1689165870002789,0,-0.003717272981413444,-0.014337295054479782
2000-10-19,0.01042377088446056,-0.060818937340614304,0.03701560548316252,-7.222520853549241e-4
2000-10-20,-0.017653009545116838,0.029270911736652333,0.0042533148957213385,0.022151477583383095
2000-10-23,-0.019987842904017228,0.043893734279163765,0.004457099616581139,0.007042708696729516
2000-10-24,-0.015598458251683489,-0.0764695505875061,-0.006693399201671113,-0.02630791364491003
2000-10-25,-0.04330288406338667,-0.020068206220777207,-0.023786330670194644,0.005030766521741281
2000-10-26,0.05755524926833466,0,0.002746920165374256,0.00643088685752069
2000-10-27,0.010056499142882203,0.0033726494430340037,0.01879809867291815,-0.002139409561098926
2000-10-30,-0.004010398142926697,0.039609566005559455,0.00893471103357335,0.021187066252338127
2000-10-31,0.054102301678655706,0.012861775643096401,0.017086811233245847,-0.0027989309033986665
2000-11-01,6.343926424712265e-4,0.04680993032340561,-0.0033937807245632,0.0317269465002461
2000-11-02,0.03366886434475802,0.08472278495489322,0.001643480125050445,-0.04300289856175077
